ചോദ്യം,ഉത്തരം
ജോർജ് ഡബ്ല്യു ബുഷ് ആരുടെ ഭരണകൂടത്തിൽ വൈസ് പ്രസിഡന്റായിരുന്നു?,റൊണാൾഡ് റീഗൻ
എഡ്വേർഡ് ആറാമൻ എന്ന രാജാവിന്റെ മൂന്നാമത്തെ ഭാര്യ ആരാണ്?,ജെയ്ൻ സെയ്‌മൂർ
പ്രസിദ്ധീകരിച്ച കവിയായിരുന്നു ബ്രിട്ടീഷ് പ്രധാനമന്ത്രിയുടെ ഭാര്യ?,ഹരോൾഡ് വിൽസൺ
ഏതു ഇംഗ്ലീഷ് പട്ടണത്തിലോ നഗരത്തിലോ ആണ് മഹിമാന്റെ ജയിലായ ബക്ക്ലി ഹാൾ സ്ഥിതി ചെയ്യുന്നത്?,റോച്ച്ഡേൽ
1981 ൽ ഗോർ വിദാൽ എഴുത്തുകാരനെ ബല്സാമ്മർ കലയുടെ വിജയമായി വിശേഷിപ്പിച്ചത് ആരാണ്?,റൊണാൾഡ് റീഗൻ
ജൂതരുടെ പ്രത്യേകതയായ ഗെഫില്തെഫിഷില് ഉപയോഗിക്കുന്ന മത്സ്യം എന്താണുള്ളത് ?,കാർപ്പ്
മാര് സെയ്ലിനും ലാ സ്പെസിയയ്ക്കും ഇടയിലുള്ള ഈ പ്രശസ്തമായ അവധിക്കാല സ്ഥലത്തിന് എന്ത് പേര് നൽകുന്നു?,റിവിയേര
1975 ൽ ഏതൊരു അമേരിക്കൻ ടെന്നീസ് കളിക്കാരന് മാത്രമാണ് വംബിൾഡൺ സിംഗിൾസ് കിരീടം നേടിയത് ?,ആർതർ ആഷ്
ഗ്ലെന് ഫ്രേ ജനുവരിയില് മരിച്ചു.,ഈഗിൾസ്
"ഹാഡോൺഫീൽഡ്, ഇലിനോയിസ് ഏത് 1978 ഭീതിദമായ സിനിമയുടെ വേദിയാണ്?",ഹാലോവീൻ
നമ്മുടെ സൌരയൂഥത്തിലെ ഏതു ഗ്രഹത്തെയാണ് ജൂവിയൻ സൂചിപ്പിക്കുന്നത്?,വ്യാഴം
1953 ൽ കൊറിയൻ യുദ്ധം അവസാനിപ്പിച്ച വെടിനിർത്തൽ കരാർ എവിടെ?,പൻമുഞ്ഞോം
ആറാം നൂറ്റാണ്ടിലെ ടിവി പരമ്പരയിലെ ബാറ്റ്മാന്റെ ഏതു വില്ലൻ ബർഗസ് മെറിഡിത്ത് കളിച്ചു?,പെൻഗ്വിൻ
ഒരു ചാരോട്ട് എന്തിന്റെ തരം?,സിഗ്ഗർ
"വാർണർ ഒലാന്റ്, സിഡ്നി ടോളർ, റോലാന്റ് വിന്റര്സ് എന്നിവര് ഏതാണ് ഇതിഹാസ ഡിറ്റക്ടീവ് ?",ചാർളി ചാൻ
"1940 ൽ ആനിമേഷൻ ഹ്രസ്വചിത്രമായ ""ഒരു കാട്ടുചെന്നായ"" ൽ ഏത് കാർട്ടൂൺ കഥാപാത്രമാണ് സ്ക്രീനിൽ അരങ്ങേറ്റം കുറിച്ചത്?",ബഗ്സ് ബണ്ണി
"ബിബിസി സിറ്റ്കോമിൽ, അവരുടെ വാൻ ട്രോട്ടറുകളിലെ അടയാളം അനുസരിച്ച്, സ്വതന്ത്ര വ്യാപാരികളുടെ ബ്രാഞ്ചുകൾ ന്യൂയോർക്കിലും പീക്ക്ഹാമിലും എവിടെയെങ്കിലും ഉണ്ട്?",പാരീസ്
ബ്രിഡ്ജിറ്റ് റൈലി ഏത് കലയുടെ പ്രമുഖ പ്രതിനിധികളിലൊരാളാണ്?,ഓപ്പ് ആർട്ട്
മികച്ച ഒറിജിനൽ ഗാനത്തിനുള്ള അക്കാദമി അവാർഡിനായി നാമനിർദ്ദേശം ചെയ്യപ്പെട്ട ആദ്യ ജെയിംസ് ബോണ്ട് തീം ഏതാണ്?,ലൈവ് ആൻഡ് ലെറ്റ് ഡൈ
ജോര് ജ് ഹാരിസണും എറിക് ക്ലെപ്റ്റണും വിവാഹം കഴിച്ച മോഡൽ ഏതാണ് ?,പാറ്റി ബോയ്ഡ്
ഏതു ബ്രിട്ടീഷ് കവി (1914-1953) റെ പാലങ്ങൾ കത്തിക്കഴിഞ്ഞാൽ അത് എത്ര മനോഹരമായ തീയാണു്? എന്ന് പറഞ്ഞതായി ഉദ്ധരിക്കുന്നു.,ഡിലൻ തോമസ്
ടിവി ഷോ 'ദി ഒ. സി. 'ൽ ഏത് നടി സമ്മറിനെ അഭിനയിച്ചു?,റേച്ചൽ ബിൽസൺ
ചില നല്ല ചലനാത്മക കഴിവുകളുടെ വ്യക്തമായ നഷ്ടം വിശദീകരണമില്ലാതെ തന്നെ വിവരിക്കാൻ വിവിധ കായിക ഇനങ്ങളിൽ ഉപയോഗിക്കുന്ന ഒരു പദപ്രയോഗം എന്താണ്?,യിപ്സ്
പാശ്ചാത്യ സിനിമകളിൽ ഒരു ബാർ സാധാരണയായി എന്തു പേരാണ് വിളിക്കപ്പെടുന്നത്?,സലൂൺ
സ്മോൾപോഴ്സ് രോഗത്തിന് റെ ആദ്യ വാക്സിൻ ആര് വികസിപ്പിച്ചു ?,എഡ്വേർഡ് ജെന്നർ
ഗോലീയാത്ത് എന്ന കഥ ബൈബിളിലെ ഏതു പുസ്തകത്തിൽ പറയുന്നു?,സാമുവൽ
"മൌണ്ട് സിനായി മെഡിക്കൽ സെന്ററിലും മൈയാമി ഹാർട്ട് ഇൻസ്റ്റിറ്റ്യൂട്ടിലും ഡോ. ആർതർ അഗാറ്റ്സ്റ്റൺ വികസിപ്പിച്ചെടുത്ത ഭക്ഷണക്രമം ഏത് ഭക്ഷണക്രമമാണ്, ഗ്ലൈസമിക് സൂചിക കുറവുള്ളതും അൺസതൃപ്തമായ കൊഴുപ്പും ഒമേഗ-3 കൊഴുപ്പ് ആസിഡുകളും ഉള്ളതുമായ ഭക്ഷണക്രമങ്ങളിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കുന്നത്? ",സൗത്ത് ബീച്ച് ഡയറ്റ്
"""വില്യം ഷേക്സ്പിയറിന് ശേഷം, ഇംഗ്ലീഷ് ഭാഷയിൽ ഏറ്റവും കൂടുതൽ ഉദ്ധരിച്ച എഴുത്തുകാരൻ ആരാണ്, """"അവരുടെ കാരണം എന്തുകൊണ്ടെന്ന് ചിന്തിക്കരുത്, / അവരുടെ കാരണം ചെയ്യാനും മരിക്കാനും"" പോലുള്ള പദങ്ങൾ ഉപയോഗിച്ച്?",ആൽഫ്രഡ് ടെന്നിസൺ
"1928 ൽ വൈദ്യുതമോ, അല്ലെങ്കിൽ ഉണങ്ങിയമോ ആയ കറുകടലിലെ പേറ്റന്റ് ആർക്ക് ലഭിച്ചു? ",ജേക്കബ് ഷിക്ക്
അവൾ ആദ്യഭാര്യ ഗോർലോയിസ് മൂലം മോർഗൻ ലെ ഫെയ്യുടെയും രണ്ടാംഭാര്യ ഉതർ പെൻഡ്രാഗൺ മൂലം ആർതർ രാജാവിന്റെയും അമ്മയാണ്.,ഇഗ്രെയ്ൻ
ഡിസ്നി ബ്രദേഴ്സ് കാർട്ടൂൺ സ്റ്റുഡിയോ 1923 ഒക്ടോബർ 16ന് വാൾട്ട് ഡിസ്നിയും സഹോദരനും സ്ഥാപിച്ചു. സഹോദരന്മാരുടെ ആദ്യനാമം എന്താണ്?,റോയ്
"ആസ്റ്റൺ, ഡിഗ്ബെത്ത്, ലേഡ്വുഡ് എന്നിവയെല്ലാം ഏത് ബ്രിട്ടീഷ് നഗരത്തിന്റെ പ്രദേശങ്ങളാണ്?",ബർമിംഗ്ഹാം
തെക്കുകിഴക്കൻ കാലിഫോർണിയയിൽ M എന്ന അക്ഷരത്തിൽ ആരംഭിക്കുന്ന ഏതു മരുഭൂമിയാണ് കാണപ്പെടുന്നത്?,മൊജാവേ മരുഭൂമി
ഭൌതികശാസ്ത്രത്തില് ഒരു ടാക്യോന് ഒരു സാങ്കൽപ്പിക കണികയാണ്. അതിന് എന്ത് സ്വഭാവസവിശേഷതകളുണ്ട്?,പ്രകാശത്തേക്കാൾ വേഗത
"""ഏതു പ്രാണികൾ ""സ്ലീപ്പിംഗ് രോഗം"" എന്ന പകർച്ചവ്യാധിയുടെ വ്യാപനത്തിലെ കൈമാറ്റ ഏജന്റായി പ്രവർത്തിക്കുന്നു?",സെറ്റ്സെ ഈച്ച
ഒരു പ്രധാനപ്പെട്ട സ്ത്രീ' എഴുതിയത് ഏത് ഐറിഷ് എഴുത്തുകാരനാണ്?,ഓസ്കാർ വൈൽഡ്
സിദ്ധാർത്ത ഗൌതാമ ആരായിരുന്നു കൂടുതൽ അറിയപ്പെട്ടിരുന്നത്?,ബുദ്ധൻ
അമേരിക്കൻ സംസ്ഥാനമായ ജോർജിയയെ ഔദ്യോഗികമായി അറിയപ്പെടുന്നത് ഏത് വിളിപ്പേര് കൊണ്ടാണ്?,പീച്ച് സംസ്ഥാനം
വിഎനയില് ഏത് ഷേക്സ്പിര് നാടകം നടക്കുന്നു?,മെഷർ ഫോർ മെഷർ
ബ്യൂട്ടി ആൻഡ് ദി ബീറ്റ് എന്ന ലൈവ് ആൽബത്തിൽ പിയാനോ ഗായകൻ ജോർജ് ഷിയറിംഗും ഏത് ഗായകനും പങ്കെടുത്തു?,പെഗ്ഗി ലീ
വുഡ് സോറൽ പ്ലാന്റ് കൂടുതൽ സാധാരണയായി അറിയപ്പെടുന്നത് എന്തിനുവേണ്ടിയാണ്?,ഷാംറോക്ക്
ഏത് ഓസ്കാർ ജേതാവ് സിനിമയാണ് കൊലപാതകിയായ എയ്ലിൻ വുര് നോസിന്റെ ജീവിതത്തെ അടിസ്ഥാനമാക്കിയത്?,രാക്ഷസൻ
യെല്ലോസ്റ്റോൺ ദേശീയോദ്യാനത്തിന്റെ ഏറ്റവും വലിയ ഭാഗം ഏത് സംസ്ഥാനത്താണ് സ്ഥിതി ചെയ്യുന്നത്?,വ്യോമിംഗ്
ഏത് ജീവികളാണ് ഒരു മണൽക്കടയിൽ ജീവിക്കുന്നത്?,ഉറുമ്പുകൾ
മാലിദ്വീപ് ദ്വീപുകൾ' ഏതു സമുദ്രത്തിലാണ് സ്ഥിതി ചെയ്യുന്നത്?,ഇന്ത്യൻ മഹാസമുദ്രം
പുതിയ വെംബ്ലി സ്റ്റേഡിയത്തിൽ പ്രത്യക്ഷപ്പെട്ട ആദ്യ കലാകാരൻ ആരാണ്?,ജോർജ്ജ് മൈക്കിൾ
ഏതു 9 അക്ഷര വചനം ഉപയോഗിക്കുന്നു?,ഹോറോളജിസ്റ്റ്
നിറം/നിറം ഡൺ ഒരു ഷേഡാണോ?,ബ്രൗൺ
ന്യൂയോര് ക്കിലെ ഏതു ദ്വീപിലാണ് വാല് സ്ട്രീറ്റ് സ്ഥിതി ചെയ്യുന്നത് ?,മാൻഹട്ടൻ
"രണ്ടാം ലോക മഹായുദ്ധകാലത്ത് സൈനിക രഹസ്യാന്വേഷണത്തില് ജോലി ചെയ്ത ഡയാന പ്രിൻസ്, ഡിസി കോമിക്സ് സൂപ്പർ ഹീറോയുടെ അൾട്ടർ എഗോയാണോ?",വണ്ടർ വുമൺ
